Indicator,Unit,Subgroup,Time Period,Data Value
Deaths averted due to ART,Number,estimate,2010,762485.0
Deaths averted due to ART,Number,estimate,2011,840903.0
Deaths averted due to ART,Number,estimate,2012,973645.0
Deaths averted due to ART,Number,estimate,2013,1090040.0
Deaths averted due to ART,Number,estimate,2014,1162780.0
Deaths averted due to ART,Number,estimate,2015,1205580.0
Deaths averted due to ART,Number,lower estimate,2010,661112.0
Deaths averted due to ART,Number,lower estimate,2011,725670.0
Deaths averted due to ART,Number,lower estimate,2012,843263.0
Deaths averted due to ART,Number,lower estimate,2013,932579.0
Deaths averted due to ART,Number,lower estimate,2014,988112.0
Deaths averted due to ART,Number,lower estimate,2015,1018888.0
Deaths averted due to ART,Number,upper estimate,2010,869930.0
Deaths averted due to ART,Number,upper estimate,2011,964206.0
Deaths averted due to ART,Number,upper estimate,2012,1123827.0
Deaths averted due to ART,Number,upper estimate,2013,1269304.0
Deaths averted due to ART,Number,upper estimate,2014,1366189.0
Deaths averted due to ART,Number,upper estimate,2015,1431053.0
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2010,22.653
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2011,27.0113
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2012,31.7265
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2013,36.7298
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2014,41.6042
Coverage of people receiving ART,Percent,All sexes Adults (15+) estimate,2015,46.2536
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2010,20.959
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2011,24.9815
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2012,29.3567
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2013,33.9897
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2014,38.533
Coverage of people receiving ART,Percent,All sexes Adults (15+) lower estimate,2015,42.8847
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2010,24.5906
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2011,29.2789
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2012,34.4
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2013,39.8242
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2014,45.0949
Coverage of people receiving ART,Percent,All sexes Adults (15+) upper estimate,2015,50.1402
Coverage of people receiving ART,Percent,Children (0-14) estimate,2010,20.6375
Coverage of people receiving ART,Percent,Children (0-14) estimate,2011,26.0813
Coverage of people receiving ART,Percent,Children (0-14) estimate,2012,31.1842
Coverage of people receiving ART,Percent,Children (0-14) estimate,2013,37.4184
Coverage of people receiving ART,Percent,Children (0-14) estimate,2014,43.0738
Coverage of people receiving ART,Percent,Children (0-14) estimate,2015,48.6633
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2010,18.1214
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2011,22.7657
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2012,27.0956
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2013,32.3471
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2014,37.0617
Coverage of people receiving ART,Percent,Children (0-14) lower estimate,2015,41.504
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2010,23.0027
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2011,29.2058
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2012,35.0047
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2013,41.972
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2014,48.5997
Coverage of people receiving ART,Percent,Children (0-14) upper estimate,2015,54.9578
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2010,23.5664
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2011,28.8246
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2012,34.9673
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2013,41.0544
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2014,47.0707
Coverage of people receiving ART,Percent,Females Adults (15+) estimate,2015,52.0199
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2010,21.6597
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2011,26.4865
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2012,32.1847
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2013,37.8299
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2014,43.4191
Coverage of people receiving ART,Percent,Females Adults (15+) lower estimate,2015,48.0273
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2010,25.8028
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2011,31.4995
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2012,38.1667
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2013,44.849
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2014,51.4526
Coverage of people receiving ART,Percent,Females Adults (15+) upper estimate,2015,56.8467
Coverage of people receiving ART,Percent,Total estimate,2010,22.5205
Coverage of people receiving ART,Percent,Total estimate,2011,26.9527
Coverage of people receiving ART,Percent,Total estimate,2012,31.6941
Coverage of people receiving ART,Percent,Total estimate,2013,36.7686
Coverage of people receiving ART,Percent,Total estimate,2014,41.6814
Coverage of people receiving ART,Percent,Total estimate,2015,46.3713
Coverage of people receiving ART,Percent,Total lower estimate,2010,20.8501
Coverage of people receiving ART,Percent,Total lower estimate,2011,24.962
Coverage of people receiving ART,Percent,Total lower estimate,2012,29.3342
Coverage of people receiving ART,Percent,Total lower estimate,2013,34.0692
Coverage of people receiving ART,Percent,Total lower estimate,2014,38.6241
Coverage of people receiving ART,Percent,Total lower estimate,2015,42.9414
Coverage of people receiving ART,Percent,Total upper estimate,2010,24.396
Coverage of people receiving ART,Percent,Total upper estimate,2011,29.1676
Coverage of people receiving ART,Percent,Total upper estimate,2012,34.3179
Coverage of people receiving ART,Percent,Total upper estimate,2013,39.7905
Coverage of people receiving ART,Percent,Total upper estimate,2014,45.1325
Coverage of people receiving ART,Percent,Total upper estimate,2015,50.2332
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2010,21.7305
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2011,25.1741
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2012,28.4297
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2013,32.3052
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2014,35.9791
Coverage of people receiving ART,Percent,Males Adults (15+) estimate,2015,40.2913
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2010,20.1054
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2011,23.2824
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2012,26.3061
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2013,29.8952
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2014,33.3232
Coverage of people receiving ART,Percent,Males Adults (15+) lower estimate,2015,37.3566
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2010,23.5892
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2011,27.2875
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2012,30.8253
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2013,35.0268
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2014,38.9979
Coverage of people receiving ART,Percent,Males Adults (15+) upper estimate,2015,43.6768
AIDS-related deaths,Number,Adults (15+) estimate,1990,244378.0
New HIV Infections,Number,Females 10-19 estimate,1990,155428.0
New HIV Infections,Number,Females 10-19 estimate,1991,186954.0
New HIV Infections,Number,Females 10-19 estimate,1992,219038.0
New HIV Infections,Number,Females 10-19 estimate,1993,248357.0
New HIV Infections,Number,Females 10-19 estimate,1994,277832.0
New HIV Infections,Number,Females 10-19 estimate,1995,299730.0
New HIV Infections,Number,Females 10-19 estimate,1996,315046.0
New HIV Infections,Number,Females 10-19 estimate,1997,320156.0
New HIV Infections,Number,Females 10-19 estimate,1998,313724.0
New HIV Infections,Number,Females 10-19 estimate,1999,302644.0
New HIV Infections,Number,Females 10-19 estimate,2000,284323.0
New HIV Infections,Number,Females 10-19 estimate,2001,265575.0
New HIV Infections,Number,Females 10-19 estimate,2002,246566.0
New HIV Infections,Number,Females 10-19 estimate,2003,229549.0
New HIV Infections,Number,Females 10-19 estimate,2004,214739.0
New HIV Infections,Number,Females 10-19 estimate,2005,202920.0
New HIV Infections,Number,Females 10-19 estimate,2006,192852.0
New HIV Infections,Number,Females 10-19 estimate,2007,188059.0
New HIV Infections,Number,Females 10-19 estimate,2008,182012.0
New HIV Infections,Number,Females 10-19 estimate,2009,177902.0
New HIV Infections,Number,Females 10-19 estimate,2010,175515.0
New HIV Infections,Number,Females 10-19 estimate,2011,174249.0
New HIV Infections,Number,Females 10-19 estimate,2012,172367.0
New HIV Infections,Number,Females 10-19 estimate,2013,170357.0
New HIV Infections,Number,Females 10-19 estimate,2014,168254.0
New HIV Infections,Number,Females 10-19 estimate,2015,164482.0
New HIV Infections,Number,Females 10-19 lower estimate,1990,109053.0
New HIV Infections,Number,Females 10-19 lower estimate,1991,132135.0
New HIV Infections,Number,Females 10-19 lower estimate,1992,156084.0
New HIV Infections,Number,Females 10-19 lower estimate,1993,176635.0
New HIV Infections,Number,Females 10-19 lower estimate,1994,199222.0
New HIV Infections,Number,Females 10-19 lower estimate,1995,215444.0
New HIV Infections,Number,Females 10-19 lower estimate,1996,226620.0
New HIV Infections,Number,Females 10-19 lower estimate,1997,229493.0
New HIV Infections,Number,Females 10-19 lower estimate,1998,225339.0
New HIV Infections,Number,Females 10-19 lower estimate,1999,217285.0
New HIV Infections,Number,Females 10-19 lower estimate,2000,204541.0
New HIV Infections,Number,Females 10-19 lower estimate,2001,191811.0
New HIV Infections,Number,Females 10-19 lower estimate,2002,177512.0
New HIV Infections,Number,Females 10-19 lower estimate,2003,165409.0
New HIV Infections,Number,Females 10-19 lower estimate,2004,155210.0
New HIV Infections,Number,Females 10-19 lower estimate,2005,147150.0
New HIV Infections,Number,Females 10-19 lower estimate,2006,138771.0
New HIV Infections,Number,Females 10-19 lower estimate,2007,135091.0
New HIV Infections,Number,Females 10-19 lower estimate,2008,131098.0
New HIV Infections,Number,Females 10-19 lower estimate,2009,127193.0
New HIV Infections,Number,Females 10-19 lower estimate,2010,126112.0
New HIV Infections,Number,Females 10-19 lower estimate,2011,125107.0
New HIV Infections,Number,Females 10-19 lower estimate,2012,123128.0
New HIV Infections,Number,Females 10-19 lower estimate,2013,122035.0
New HIV Infections,Number,Females 10-19 lower estimate,2014,121436.0
New HIV Infections,Number,Females 10-19 lower estimate,2015,117797.0
New HIV Infections,Number,Females 10-19 upper estimate,1990,209832.0
New HIV Infections,Number,Females 10-19 upper estimate,1991,251591.0
New HIV Infections,Number,Females 10-19 upper estimate,1992,294014.0
New HIV Infections,Number,Females 10-19 upper estimate,1993,333600.0
New HIV Infections,Number,Females 10-19 upper estimate,1994,369939.0
New HIV Infections,Number,Females 10-19 upper estimate,1995,396818.0
New HIV Infections,Number,Females 10-19 upper estimate,1996,417761.0
New HIV Infections,Number,Females 10-19 upper estimate,1997,420628.0
New HIV Infections,Number,Females 10-19 upper estimate,1998,408096.0
New HIV Infections,Number,Females 10-19 upper estimate,1999,395071.0
New HIV Infections,Number,Females 10-19 upper estimate,2000,372013.0
New HIV Infections,Number,Females 10-19 upper estimate,2001,346813.0
New HIV Infections,Number,Females 10-19 upper estimate,2002,323758.0
New HIV Infections,Number,Females 10-19 upper estimate,2003,301554.0
New HIV Infections,Number,Females 10-19 upper estimate,2004,282371.0
New HIV Infections,Number,Females 10-19 upper estimate,2005,265561.0
New HIV Infections,Number,Females 10-19 upper estimate,2006,253184.0
New HIV Infections,Number,Females 10-19 upper estimate,2007,246652.0
New HIV Infections,Number,Females 10-19 upper estimate,2008,239965.0
New HIV Infections,Number,Females 10-19 upper estimate,2009,236059.0
New HIV Infections,Number,Females 10-19 upper estimate,2010,234739.0
New HIV Infections,Number,Females 10-19 upper estimate,2011,234033.0
New HIV Infections,Number,Females 10-19 upper estimate,2012,231378.0
New HIV Infections,Number,Females 10-19 upper estimate,2013,229931.0
New HIV Infections,Number,Females 10-19 upper estimate,2014,227437.0
New HIV Infections,Number,Females 10-19 upper estimate,2015,224146.0
New HIV Infections,Number,Males 10-19 estimate,1990,109570.0
New HIV Infections,Number,Males 10-19 estimate,1991,128163.0
New HIV Infections,Number,Males 10-19 estimate,1992,140549.0
New HIV Infections,Number,Males 10-19 estimate,1993,145424.0
New HIV Infections,Number,Males 10-19 estimate,1994,152776.0
New HIV Infections,Number,Males 10-19 estimate,1995,156929.0
New HIV Infections,Number,Males 10-19 estimate,1996,159719.0
New HIV Infections,Number,Males 10-19 estimate,1997,159344.0
New HIV Infections,Number,Males 10-19 estimate,1998,154422.0
New HIV Infections,Number,Males 10-19 estimate,1999,148352.0
New HIV Infections,Number,Males 10-19 estimate,2000,140311.0
New HIV Infections,Number,Males 10-19 estimate,2001,132371.0
New HIV Infections,Number,Males 10-19 estimate,2002,125508.0
New HIV Infections,Number,Males 10-19 estimate,2003,118938.0
New HIV Infections,Number,Males 10-19 estimate,2004,112531.0
New HIV Infections,Number,Males 10-19 estimate,2005,107645.0
New HIV Infections,Number,Males 10-19 estimate,2006,103656.0
New HIV Infections,Number,Males 10-19 estimate,2007,100891.0
New HIV Infections,Number,Males 10-19 estimate,2008,97374.0
New HIV Infections,Number,Males 10-19 estimate,2009,95185.0
New HIV Infections,Number,Males 10-19 estimate,2010,93432.0
New HIV Infections,Number,Males 10-19 estimate,2011,92157.0
New HIV Infections,Number,Males 10-19 estimate,2012,90871.0
New HIV Infections,Number,Males 10-19 estimate,2013,89714.0
New HIV Infections,Number,Males 10-19 estimate,2014,88606.0
New HIV Infections,Number,Males 10-19 estimate,2015,86843.0
New HIV Infections,Number,Males 10-19 lower estimate,1990,76878.0
New HIV Infections,Number,Males 10-19 lower estimate,1991,90582.0
New HIV Infections,Number,Males 10-19 lower estimate,1992,100153.0
New HIV Infections,Number,Males 10-19 lower estimate,1993,103428.0
New HIV Infections,Number,Males 10-19 lower estimate,1994,109550.0
New HIV Infections,Number,Males 10-19 lower estimate,1995,112800.0
New HIV Infections,Number,Males 10-19 lower estimate,1996,114890.0
New HIV Infections,Number,Males 10-19 lower estimate,1997,114220.0
New HIV Infections,Number,Males 10-19 lower estimate,1998,110917.0
New HIV Infections,Number,Males 10-19 lower estimate,1999,106510.0
New HIV Infections,Number,Males 10-19 lower estimate,2000,100940.0
New HIV Infections,Number,Males 10-19 lower estimate,2001,95604.0
New HIV Infections,Number,Males 10-19 lower estimate,2002,90358.0
New HIV Infections,Number,Males 10-19 lower estimate,2003,85705.0
New HIV Infections,Number,Males 10-19 lower estimate,2004,81335.0
New HIV Infections,Number,Males 10-19 lower estimate,2005,78060.0
New HIV Infections,Number,Males 10-19 lower estimate,2006,74588.0
New HIV Infections,Number,Males 10-19 lower estimate,2007,72475.0
New HIV Infections,Number,Males 10-19 lower estimate,2008,70135.0
New HIV Infections,Number,Males 10-19 lower estimate,2009,68054.0
New HIV Infections,Number,Males 10-19 lower estimate,2010,67133.0
New HIV Infections,Number,Males 10-19 lower estimate,2011,66167.0
New HIV Infections,Number,Males 10-19 lower estimate,2012,64913.0
New HIV Infections,Number,Males 10-19 lower estimate,2013,64266.0
New HIV Infections,Number,Males 10-19 lower estimate,2014,63951.0
New HIV Infections,Number,Males 10-19 lower estimate,2015,62194.0
New HIV Infections,Number,Males 10-19 upper estimate,1990,147923.0
New HIV Infections,Number,Males 10-19 upper estimate,1991,172473.0
New HIV Infections,Number,Males 10-19 upper estimate,1992,188658.0
New HIV Infections,Number,Males 10-19 upper estimate,1993,195337.0
New HIV Infections,Number,Males 10-19 upper estimate,1994,203424.0
New HIV Infections,Number,Males 10-19 upper estimate,1995,207761.0
New HIV Infections,Number,Males 10-19 upper estimate,1996,211792.0
New HIV Infections,Number,Males 10-19 upper estimate,1997,209350.0
New HIV Infections,Number,Males 10-19 upper estimate,1998,200874.0
New HIV Infections,Number,Males 10-19 upper estimate,1999,193659.0
New HIV Infections,Number,Males 10-19 upper estimate,2000,183585.0
New HIV Infections,Number,Males 10-19 upper estimate,2001,172863.0
New HIV Infections,Number,Males 10-19 upper estimate,2002,164801.0
New HIV Infections,Number,Males 10-19 upper estimate,2003,156246.0
New HIV Infections,Number,Males 10-19 upper estimate,2004,147972.0
New HIV Infections,Number,Males 10-19 upper estimate,2005,140875.0
New HIV Infections,Number,Males 10-19 upper estimate,2006,136084.0
New HIV Infections,Number,Males 10-19 upper estimate,2007,132326.0
New HIV Infections,Number,Males 10-19 upper estimate,2008,128377.0
New HIV Infections,Number,Males 10-19 upper estimate,2009,126302.0
New HIV Infections,Number,Males 10-19 upper estimate,2010,124959.0
New HIV Infections,Number,Males 10-19 upper estimate,2011,123776.0
New HIV Infections,Number,Males 10-19 upper estimate,2012,121981.0
New HIV Infections,Number,Males 10-19 upper estimate,2013,121087.0
New HIV Infections,Number,Males 10-19 upper estimate,2014,119772.0
New HIV Infections,Number,Males 10-19 upper estimate,2015,118344.0
New HIV Infections,Number,All sexes 10-19 estimate,1990,264998.0
New HIV Infections,Number,All sexes 10-19 estimate,1991,315117.0
New HIV Infections,Number,All sexes 10-19 estimate,1992,359587.0
New HIV Infections,Number,All sexes 10-19 estimate,1993,393781.0
New HIV Infections,Number,All sexes 10-19 estimate,1994,430608.0
New HIV Infections,Number,All sexes 10-19 estimate,1995,456659.0
New HIV Infections,Number,All sexes 10-19 estimate,1996,474765.0
New HIV Infections,Number,All sexes 10-19 estimate,1997,479500.0
New HIV Infections,Number,All sexes 10-19 estimate,1998,468146.0
New HIV Infections,Number,All sexes 10-19 estimate,1999,450996.0
New HIV Infections,Number,All sexes 10-19 estimate,2000,424634.0
New HIV Infections,Number,All sexes 10-19 estimate,2001,397946.0
New HIV Infections,Number,All sexes 10-19 estimate,2002,372074.0
New HIV Infections,Number,All sexes 10-19 estimate,2003,348487.0
New HIV Infections,Number,All sexes 10-19 estimate,2004,327270.0
New HIV Infections,Number,All sexes 10-19 estimate,2005,310565.0
New HIV Infections,Number,All sexes 10-19 estimate,2006,296508.0
New HIV Infections,Number,All sexes 10-19 estimate,2007,288950.0
New HIV Infections,Number,All sexes 10-19 estimate,2008,279386.0
New HIV Infections,Number,All sexes 10-19 estimate,2009,273087.0
New HIV Infections,Number,All sexes 10-19 estimate,2010,268947.0
New HIV Infections,Number,All sexes 10-19 estimate,2011,266406.0
New HIV Infections,Number,All sexes 10-19 estimate,2012,263238.0
New HIV Infections,Number,All sexes 10-19 estimate,2013,260071.0
New HIV Infections,Number,All sexes 10-19 estimate,2014,256860.0
New HIV Infections,Number,All sexes 10-19 estimate,2015,251325.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1990,185931.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1991,222717.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1992,256237.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1993,280063.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1994,308772.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1995,328244.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1996,341510.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1997,343713.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1998,336256.0
New HIV Infections,Number,All sexes 10-19 lower estimate,1999,323795.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2000,305481.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2001,287415.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2002,267870.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2003,251114.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2004,236545.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2005,225210.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2006,213359.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2007,207566.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2008,201233.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2009,195247.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2010,193245.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2011,191274.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2012,188041.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2013,186301.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2014,185387.0
New HIV Infections,Number,All sexes 10-19 lower estimate,2015,179991.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1990,357755.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1991,424064.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1992,482672.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1993,528937.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1994,573363.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1995,604579.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1996,629553.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1997,629978.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1998,608970.0
New HIV Infections,Number,All sexes 10-19 upper estimate,1999,588730.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2000,555598.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2001,519676.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2002,488559.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2003,457800.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2004,430343.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2005,406436.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2006,389268.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2007,378978.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2008,368342.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2009,362361.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2010,359698.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2011,357809.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2012,353359.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2013,351018.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2014,347209.0
New HIV Infections,Number,All sexes 10-19 upper estimate,2015,342490.0
AIDS-related deaths,Number,Females 10-19 estimate,1990,1796.0
AIDS-related deaths,Number,Females 10-19 estimate,1991,2274.0
AIDS-related deaths,Number,Females 10-19 estimate,1992,2882.0
AIDS-related deaths,Number,Females 10-19 estimate,1993,3607.0
AIDS-related deaths,Number,Females 10-19 estimate,1994,4427.0
AIDS-related deaths,Number,Females 10-19 estimate,1995,5344.0
AIDS-related deaths,Number,Females 10-19 estimate,1996,6310.0
AIDS-related deaths,Number,Females 10-19 estimate,1997,7330.0
AIDS-related deaths,Number,Females 10-19 estimate,1998,8383.0
AIDS-related deaths,Number,Females 10-19 estimate,1999,9432.0
AIDS-related deaths,Number,Females 10-19 estimate,2000,10559.0
AIDS-related deaths,Number,Females 10-19 estimate,2001,11734.0
AIDS-related deaths,Number,Females 10-19 estimate,2002,12941.0
AIDS-related deaths,Number,Females 10-19 estimate,2003,14234.0
AIDS-related deaths,Number,Females 10-19 estimate,2004,15632.0
AIDS-related deaths,Number,Females 10-19 estimate,2005,16932.0
AIDS-related deaths,Number,Females 10-19 estimate,2006,18207.0
AIDS-related deaths,Number,Females 10-19 estimate,2007,19389.0
AIDS-related deaths,Number,Females 10-19 estimate,2008,20106.0
AIDS-related deaths,Number,Females 10-19 estimate,2009,20823.0
AIDS-related deaths,Number,Females 10-19 estimate,2010,21275.0
AIDS-related deaths,Number,Females 10-19 estimate,2011,21561.0
AIDS-related deaths,Number,Females 10-19 estimate,2012,21508.0
AIDS-related deaths,Number,Females 10-19 estimate,2013,21078.0
AIDS-related deaths,Number,Females 10-19 estimate,2014,20423.0
AIDS-related deaths,Number,Females 10-19 estimate,2015,20038.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1990,895.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1991,1168.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1992,1554.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1993,2025.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1994,2629.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1995,3318.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1996,4083.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1997,4937.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1998,5860.0
AIDS-related deaths,Number,Females 10-19 lower estimate,1999,6785.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2000,7830.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2001,8888.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2002,9949.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2003,11103.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2004,12338.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2005,13459.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2006,14616.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2007,15602.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2008,16204.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2009,16884.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2010,17168.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2011,17426.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2012,17325.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2013,16918.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2014,16395.0
AIDS-related deaths,Number,Females 10-19 lower estimate,2015,16169.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1990,4305.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1991,5227.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1992,6331.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1993,7587.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1994,8848.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1995,10187.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1996,11461.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1997,12656.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1998,13844.0
AIDS-related deaths,Number,Females 10-19 upper estimate,1999,14770.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2000,15748.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2001,16811.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2002,17875.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2003,19079.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2004,20539.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2005,21740.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2006,23046.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2007,24251.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2008,25196.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2009,25892.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2010,26604.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2011,27109.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2012,27130.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2013,26715.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2014,25732.0
AIDS-related deaths,Number,Females 10-19 upper estimate,2015,25131.0
AIDS-related deaths,Number,Males 10-19 estimate,2012,21856.0
