name,brandName,comparisonPriceUnit,urlSlugText,productConcreteSku,usaSnapEligible,formattedPrice,preFormattedUnitContent,categoryName,categoryKey,mainCategoryName,mainCategoryKey,text,cluster
"Make Fudge Not War Premium Ice Cream, 16 fl oz",Sundae Shoppe,fl oz,sundae-shoppe-make-fudge-not-war-premium-ice-cream-16-fl-oz,2115,True,$3.65,,Frozen Foods,14,Frozen Foods,14,"Make Fudge Not War Premium Ice Cream, 16 fl oz Sundae Shoppe fl oz sundae-shoppe-make-fudge-not-war-premium-ice-cream-16-fl-oz $3.65 Frozen Foods Frozen Foods",3
"Chocolate Premium Ice Cream, 48 fl oz",Specially Selected,fl oz,specially-selected-chocolate-premium-ice-cream-48-fl-oz,2139,True,$6.59,,Frozen Foods,14,Frozen Foods,14,"Chocolate Premium Ice Cream, 48 fl oz Specially Selected fl oz specially-selected-chocolate-premium-ice-cream-48-fl-oz $6.59 Frozen Foods Frozen Foods",3
"Wild Caught Ahi Tuna, 12 oz",Specially Selected,oz,specially-selected-wild-caught-ahi-tuna,2145,True,$5.25,,Frozen Foods,14,Frozen Foods,14,"Wild Caught Ahi Tuna, 12 oz Specially Selected oz specially-selected-wild-caught-ahi-tuna $5.25 Frozen Foods Frozen Foods",3
"Thank You Cherry Much Premium Ice Cream, 16 fl oz",Sundae Shoppe,fl oz,sundae-shoppe-thank-you-cherry-much-premium-ice-cream-16-fl-oz,2203,True,$3.65,,Frozen Foods,14,Frozen Foods,14,"Thank You Cherry Much Premium Ice Cream, 16 fl oz Sundae Shoppe fl oz sundae-shoppe-thank-you-cherry-much-premium-ice-cream-16-fl-oz $3.65 Frozen Foods Frozen Foods",3
"Chicken Fried Rice, 22 oz",Fusia Asian Inspirations,oz,fusia-asian-inspirations-chicken-fried-rice-22-oz,2253,True,$5.95,,Frozen Foods,14,Frozen Foods,14,"Chicken Fried Rice, 22 oz Fusia Asian Inspirations oz fusia-asian-inspirations-chicken-fried-rice-22-oz $5.95 Frozen Foods Frozen Foods",3
"Sausage & Gravy Breakfast Bowl, 7oz",Breakfast Best,oz,breakfast-best-sausage-lovers-breakfast-bowl-7oz,2274,True,$2.35,,Frozen Foods,14,Frozen Foods,14,"Sausage & Gravy Breakfast Bowl, 7oz Breakfast Best oz breakfast-best-sausage-lovers-breakfast-bowl-7oz $2.35 Frozen Foods Frozen Foods",3
"Vanilla Premium Ice Cream, 48 fl oz",Specially Selected,fl oz,specially-selected-vanilla-premium-ice-cream-48-fl-oz,2314,True,$6.59,,Frozen Foods,14,Frozen Foods,14,"Vanilla Premium Ice Cream, 48 fl oz Specially Selected fl oz specially-selected-vanilla-premium-ice-cream-48-fl-oz $6.59 Frozen Foods Frozen Foods",3
"Vegan Veggie Burgers, 4 count",Earth Grown,oz,earth-grown-vegan-veggie-burgers-4-count,2315,True,$3.55,,Frozen Foods,14,Frozen Foods,14,"Vegan Veggie Burgers, 4 count Earth Grown oz earth-grown-vegan-veggie-burgers-4-count $3.55 Frozen Foods Frozen Foods",3
"Vanilla Bean Ice Cream, 48 oz",Sundae Shoppe,fl oz,sundae-shoppe-vanilla-bean-ice-cream-48-oz,2316,True,$3.15,,Frozen Foods,14,Frozen Foods,14,"Vanilla Bean Ice Cream, 48 oz Sundae Shoppe fl oz sundae-shoppe-vanilla-bean-ice-cream-48-oz $3.15 Frozen Foods Frozen Foods",3
"Steamable Frozen Asian Medley, 12 oz",Season's Choice,oz,season-s-choice-steamable-frozen-asian-medley-12-oz,2323,True,$2.75,,Frozen Foods,14,Frozen Foods,14,"Steamable Frozen Asian Medley, 12 oz Season's Choice oz season-s-choice-steamable-frozen-asian-medley-12-oz $2.75 Frozen Foods Frozen Foods",3
"75/25 Ground Beef Patties, 3 lb",,lb,75-25-ground-beef-patties-3-lb,2331,True,$11.55,,Frozen Foods,14,Frozen Foods,14,"75/25 Ground Beef Patties, 3 lb  lb 75-25-ground-beef-patties-3-lb $11.55 Frozen Foods Frozen Foods",3
"Crinkle Cut Potatoes, 32 oz",Season's Choice,oz,season-s-choice-crinkle-cut-potatoes-32-oz,2332,True,$3.09,,Frozen Foods,14,Frozen Foods,14,"Crinkle Cut Potatoes, 32 oz Season's Choice oz season-s-choice-crinkle-cut-potatoes-32-oz $3.09 Frozen Foods Frozen Foods",3
"Butter Pecan Ice Cream, 48 oz",Sundae Shoppe,fl oz,sundae-shoppe-butter-pecan-ice-cream-48-oz,2337,True,$3.15,,Frozen Foods,14,Frozen Foods,14,"Butter Pecan Ice Cream, 48 oz Sundae Shoppe fl oz sundae-shoppe-butter-pecan-ice-cream-48-oz $3.15 Frozen Foods Frozen Foods",3
"Cookies and Cream Ice Cream, 48 oz",Sundae Shoppe,fl oz,sundae-shoppe-cookies-and-cream-ice-cream-48-oz,2338,True,$3.15,,Frozen Foods,14,Frozen Foods,14,"Cookies and Cream Ice Cream, 48 oz Sundae Shoppe fl oz sundae-shoppe-cookies-and-cream-ice-cream-48-oz $3.15 Frozen Foods Frozen Foods",3
"Frozen Homestyle Waffles, 10 count",Breakfast Best,oz,breakfast-best-frozen-homestyle-waffles-10-count,2355,True,$2.19,,Frozen Foods,14,Frozen Foods,14,"Frozen Homestyle Waffles, 10 count Breakfast Best oz breakfast-best-frozen-homestyle-waffles-10-count $2.19 Frozen Foods Frozen Foods",3
"Steamable  Frozen Sweet Corn, 12 oz",Season's Choice,oz,season-s-choice-steamable-frozen-sweet-corn-12-oz,2372,True,$1.29,,Frozen Foods,14,Frozen Foods,14,"Steamable  Frozen Sweet Corn, 12 oz Season's Choice oz season-s-choice-steamable-frozen-sweet-corn-12-oz $1.29 Frozen Foods Frozen Foods",3
"Boneless Skinless Chicken Thighs, 48 oz",Kirkwood,oz,kirkwood-boneless-skinless-chicken-thighs,2406,True,$8.25,,Frozen Foods,14,Frozen Foods,14,"Boneless Skinless Chicken Thighs, 48 oz Kirkwood oz kirkwood-boneless-skinless-chicken-thighs $8.25 Frozen Foods Frozen Foods",3
"Black Angus Beef Burger Patties, 2lb",Cattlemen's Ranch,lb,cattlemen-s-ranch-black-angus-beef-burger-patties,2424,True,$9.35,,Frozen Foods,14,Frozen Foods,14,"Black Angus Beef Burger Patties, 2lb Cattlemen's Ranch lb cattlemen-s-ranch-black-angus-beef-burger-patties $9.35 Frozen Foods Frozen Foods",3
"Chicken Egg Rolls, 12.26 oz",Fusia Asian Inspirations,oz,fusia-asian-inspirations-chicken-egg-rolls,2443,True,$3.45,,Frozen Foods,14,Frozen Foods,14,"Chicken Egg Rolls, 12.26 oz Fusia Asian Inspirations oz fusia-asian-inspirations-chicken-egg-rolls $3.45 Frozen Foods Frozen Foods",3
"Vegan Southwestern Style Chipotle Black Bean Burgers, 4 count",Earth Grown,oz,earth-grown-vegan-southwestern-style-chipotle-black-bean-burgers-4-count,2462,True,$3.55,,Frozen Foods,14,Frozen Foods,14,"Vegan Southwestern Style Chipotle Black Bean Burgers, 4 count Earth Grown oz earth-grown-vegan-southwestern-style-chipotle-black-bean-burgers-4-count $3.55 Frozen Foods Frozen Foods",3
"Teriyaki Stir Fry, 32 oz",Fusia Asian Inspirations,oz,fusia-asian-inspirations-teriyaki-stir-fry,2542,True,$4.09,,Frozen Foods,14,Frozen Foods,14,"Teriyaki Stir Fry, 32 oz Fusia Asian Inspirations oz fusia-asian-inspirations-teriyaki-stir-fry $4.09 Frozen Foods Frozen Foods",3
"Sea Salt Caramel Low Fat Ice Cream, 48 fl oz",Sundae Shoppe,fl oz,sundae-shoppe-sea-salt-caramel-low-fat-ice-cream-48-fl-oz,2571,True,$3.65,,Frozen Foods,14,Frozen Foods,14,"Sea Salt Caramel Low Fat Ice Cream, 48 fl oz Sundae Shoppe fl oz sundae-shoppe-sea-salt-caramel-low-fat-ice-cream-48-fl-oz $3.65 Frozen Foods Frozen Foods",3
"Beef Taquitos, 20 oz",Casa Mamita,oz,casa-mamita-beef-taquitos,2602,True,$5.49,,Frozen Foods,14,Frozen Foods,14,"Beef Taquitos, 20 oz Casa Mamita oz casa-mamita-beef-taquitos $5.49 Frozen Foods Frozen Foods",3
"Frozen Organic Peas, 10 oz",Simply Nature,oz,simply-nature-frozen-organic-peas-10-oz,2718,True,$1.89,,Frozen Foods,14,Frozen Foods,14,"Frozen Organic Peas, 10 oz Simply Nature oz simply-nature-frozen-organic-peas-10-oz $1.89 Frozen Foods Frozen Foods",0
"Frozen Organic Corn, 10 oz",Simply Nature,oz,simply-nature-frozen-organic-corn-10-oz,2719,True,$1.89,,Frozen Foods,14,Frozen Foods,14,"Frozen Organic Corn, 10 oz Simply Nature oz simply-nature-frozen-organic-corn-10-oz $1.89 Frozen Foods Frozen Foods",0
"Organic Cut Green Beans, 10 oz",Simply Nature,oz,simply-nature-organic-cut-green-beans-10-oz,2721,True,$1.89,,Frozen Foods,14,Frozen Foods,14,"Organic Cut Green Beans, 10 oz Simply Nature oz simply-nature-organic-cut-green-beans-10-oz $1.89 Frozen Foods Frozen Foods",0
"Frozen Pineapple, 24 oz",Season's Choice,oz,season-s-choice-frozen-pineapple-24-oz,2723,True,$4.85,,Frozen Foods,14,Frozen Foods,14,"Frozen Pineapple, 24 oz Season's Choice oz season-s-choice-frozen-pineapple-24-oz $4.85 Frozen Foods Frozen Foods",3
"Organic Frozen Blueberries, 24 oz",Simply Nature,oz,simply-nature-organic-frozen-blueberries-24-oz,2724,True,$6.95,,Frozen Foods,14,Frozen Foods,14,"Organic Frozen Blueberries, 24 oz Simply Nature oz simply-nature-organic-frozen-blueberries-24-oz $6.95 Frozen Foods Frozen Foods",0
"Frozen Mango Chunks, 24 oz",Season's Choice,oz,season-s-choice-frozen-mango-24-oz,2725,True,$4.85,,Frozen Foods,14,Frozen Foods,14,"Frozen Mango Chunks, 24 oz Season's Choice oz season-s-choice-frozen-mango-24-oz $4.85 Frozen Foods Frozen Foods",3
"Frozen Strawberries, 24 oz",Season's Choice,oz,season-s-choice-frozen-strawberries-24-oz,2726,True,$3.49,,Frozen Foods,14,Frozen Foods,14,"Frozen Strawberries, 24 oz Season's Choice oz season-s-choice-frozen-strawberries-24-oz $3.49 Frozen Foods Frozen Foods",3
"Frozen Berry Medley, 32 oz",Season's Choice,oz,season-s-choice-frozen-berry-medley-32-oz,2727,True,$8.25,,Frozen Foods,14,Frozen Foods,14,"Frozen Berry Medley, 32 oz Season's Choice oz season-s-choice-frozen-berry-medley-32-oz $8.25 Frozen Foods Frozen Foods",3
"Frozen Tropical Fruit Blend, 32 oz",Season's Choice,oz,season-s-choice-frozen-tropical-fruit-blend-32-oz,2728,True,$6.35,,Frozen Foods,14,Frozen Foods,14,"Frozen Tropical Fruit Blend, 32 oz Season's Choice oz season-s-choice-frozen-tropical-fruit-blend-32-oz $6.35 Frozen Foods Frozen Foods",3
"Frozen Mixed Fruit Blend, 32 oz",Season's Choice,oz,season-s-choice-mixed-fruit,2729,True,$6.35,,Frozen Foods,14,Frozen Foods,14,"Frozen Mixed Fruit Blend, 32 oz Season's Choice oz season-s-choice-mixed-fruit $6.35 Frozen Foods Frozen Foods",3
"Mini Cream Puffs, 50 count",Specially Selected,oz,specially-selected-mini-cream-puffs-50-count,2805,True,$6.35,,Frozen Foods,14,Frozen Foods,14,"Mini Cream Puffs, 50 count Specially Selected oz specially-selected-mini-cream-puffs-50-count $6.35 Frozen Foods Frozen Foods",3
"Beef and Bean Burritos, 8 count",Casa Mamita,oz,casa-mamita-beef-and-bean-burritos-8-count,2809,True,$4.39,,Frozen Foods,14,Frozen Foods,14,"Beef and Bean Burritos, 8 count Casa Mamita oz casa-mamita-beef-and-bean-burritos-8-count $4.39 Frozen Foods Frozen Foods",3
"Broccoli Kids Bites, 12 oz",Simply Nature,oz,simply-nature-broccoli-kids-bites-12-oz,2815,True,$4.29,,Frozen Foods,14,Frozen Foods,14,"Broccoli Kids Bites, 12 oz Simply Nature oz simply-nature-broccoli-kids-bites-12-oz $4.29 Frozen Foods Frozen Foods",0
"Sweet Potato Kids Bites, 12 oz",Simply Nature,oz,simply-nature-sweet-potato-kids-bites-12-oz,2816,True,$4.29,,Frozen Foods,14,Frozen Foods,14,"Sweet Potato Kids Bites, 12 oz Simply Nature oz simply-nature-sweet-potato-kids-bites-12-oz $4.29 Frozen Foods Frozen Foods",0
"Cinnamon French Toast Sticks, 16 oz",Breakfast Best,oz,breakfast-best-frozen-cinnamon-french-toast-sticks-16-oz,2830,True,$3.29,,Frozen Foods,14,Frozen Foods,14,"Cinnamon French Toast Sticks, 16 oz Breakfast Best oz breakfast-best-frozen-cinnamon-french-toast-sticks-16-oz $3.29 Frozen Foods Frozen Foods",3
"Frozen Regular Corndogs, 6 count",Bremer,oz,bremer-frozen-regular-corndogs-16-oz,2840,True,$3.59,,Frozen Foods,14,Frozen Foods,14,"Frozen Regular Corndogs, 6 count Bremer oz bremer-frozen-regular-corndogs-16-oz $3.59 Frozen Foods Frozen Foods",3
"Classic Vegan Meatless Meatballs, 16 oz",Earth Grown,oz,earth-grown-vegan-classic-meatless-meatballs-16-oz,2842,True,$5.49,,Frozen Foods,14,Frozen Foods,14,"Classic Vegan Meatless Meatballs, 16 oz Earth Grown oz earth-grown-vegan-classic-meatless-meatballs-16-oz $5.49 Frozen Foods Frozen Foods",3
"Original French Toast Sticks, 16 oz",Breakfast Best,oz,breakfast-best-original-french-toast-sticks-16-oz,2844,True,$3.29,,Frozen Foods,14,Frozen Foods,14,"Original French Toast Sticks, 16 oz Breakfast Best oz breakfast-best-original-french-toast-sticks-16-oz $3.29 Frozen Foods Frozen Foods",3
"Hash Brown Patties, 20 count",Season's Choice,ct,season-s-choice-hash-brown-patties-20-count,2845,True,$6.05,,Frozen Foods,14,Frozen Foods,14,"Hash Brown Patties, 20 count Season's Choice ct season-s-choice-hash-brown-patties-20-count $6.05 Frozen Foods Frozen Foods",3
"Mexi Cali Style Chicken Patties, 6 count",Kirkwood,oz,kirkwood-mexi-cali-style-chicken-patties-6-count,2872,True,$9.89,,Frozen Foods,14,Frozen Foods,14,"Mexi Cali Style Chicken Patties, 6 count Kirkwood oz kirkwood-mexi-cali-style-chicken-patties-6-count $9.89 Frozen Foods Frozen Foods",3
"Mediterranean Style Chicken Patties, 6 count",Kirkwood,oz,kirkwood-mediterranean-chicken-burger-patties,2873,True,$9.89,,Frozen Foods,14,Frozen Foods,14,"Mediterranean Style Chicken Patties, 6 count Kirkwood oz kirkwood-mediterranean-chicken-burger-patties $9.89 Frozen Foods Frozen Foods",3
"Family Size Chicken Nuggets, 3 lb",Kirkwood,oz,kirkwood-family-size-chicken-nuggets-3-lb,2874,True,$8.95,,Frozen Foods,14,Frozen Foods,14,"Family Size Chicken Nuggets, 3 lb Kirkwood oz kirkwood-family-size-chicken-nuggets-3-lb $8.95 Frozen Foods Frozen Foods",3
"Steamable Frozen California Medley Vegetables, 12 oz",Season's Choice,oz,season-s-choice-steamable-frozen-california-medley-vegetables-12-oz,2875,True,$1.35,,Frozen Foods,14,Frozen Foods,14,"Steamable Frozen California Medley Vegetables, 12 oz Season's Choice oz season-s-choice-steamable-frozen-california-medley-vegetables-12-oz $1.35 Frozen Foods Frozen Foods",3
"Whipped  Topping, 8 oz",Friendly Farms,oz,friendly-farms-whipped-topping-8-oz,2881,True,$1.09,,Frozen Foods,14,Frozen Foods,14,"Whipped  Topping, 8 oz Friendly Farms oz friendly-farms-whipped-topping-8-oz $1.09 Frozen Foods Frozen Foods",3
"Chocolate Ice Cream Crunch Bars, 6 count",Sundae Shoppe,ct,sundae-shoppe-chocolate-ice-cream-crunch-bars,2885,True,$2.95,,Frozen Foods,14,Frozen Foods,14,"Chocolate Ice Cream Crunch Bars, 6 count Sundae Shoppe ct sundae-shoppe-chocolate-ice-cream-crunch-bars $2.95 Frozen Foods Frozen Foods",3
"Chocolate Ice Cream Crunch Bars, 6 count",Sundae Shoppe,ct,sundae-shoppe-strawberry-ice-cream-crunch-bars,2886,True,$2.95,,Frozen Foods,14,Frozen Foods,14,"Chocolate Ice Cream Crunch Bars, 6 count Sundae Shoppe ct sundae-shoppe-strawberry-ice-cream-crunch-bars $2.95 Frozen Foods Frozen Foods",3
"Pepperoni Pizza Snacks, 45 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-pepperoni-pizza-snacks-45-oz,2930,True,$6.95,,Frozen Foods,14,Frozen Foods,14,"Pepperoni Pizza Snacks, 45 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-pepperoni-pizza-snacks-45-oz $6.95 Frozen Foods Frozen Foods",3
"Frozen Cherry Berry Blend, 48 oz",Season's Choice,oz,season-s-choice-frozen-cherry-berry-blend-48-oz,2934,True,$6.59,,Frozen Foods,14,Frozen Foods,14,"Frozen Cherry Berry Blend, 48 oz Season's Choice oz season-s-choice-frozen-cherry-berry-blend-48-oz $6.59 Frozen Foods Frozen Foods",3
"Steamable  Frozen Organic Broccoli, 10 oz",Simply Nature,oz,simply-nature-steamable-frozen-organic-broccoli-10-oz,2958,True,$2.15,,Frozen Foods,14,Frozen Foods,14,"Steamable  Frozen Organic Broccoli, 10 oz Simply Nature oz simply-nature-steamable-frozen-organic-broccoli-10-oz $2.15 Frozen Foods Frozen Foods",0
"Steamable  Frozen Organic Spinach, 10 oz",Simply Nature,oz,simply-nature-steamable-frozen-organic-spinach-10-oz,2960,True,$2.15,,Frozen Foods,14,Frozen Foods,14,"Steamable  Frozen Organic Spinach, 10 oz Simply Nature oz simply-nature-steamable-frozen-organic-spinach-10-oz $2.15 Frozen Foods Frozen Foods",0
"Roasted Vegetable Bistro Style Flatbread, 15.7 oz",Specially Selected,oz.,specially-selected-vegetable-flatbread,3160,True,$3.79,,Frozen Foods,14,Frozen Foods,14,"Roasted Vegetable Bistro Style Flatbread, 15.7 oz Specially Selected oz. specially-selected-vegetable-flatbread $3.79 Frozen Foods Frozen Foods",3
"Dino Nuggets, 35 oz",Kirkwood,oz,kirkwood-dino-nuggets-35-oz,3182,True,$8.35,,Frozen Foods,14,Frozen Foods,14,"Dino Nuggets, 35 oz Kirkwood oz kirkwood-dino-nuggets-35-oz $8.35 Frozen Foods Frozen Foods",3
Summer Gelato,Sundae Shoppe,fl oz,sundae-shoppe-mixed-berry-gelato,3228,True,$4.19,,Frozen Foods,14,Frozen Foods,14,Summer Gelato Sundae Shoppe fl oz sundae-shoppe-mixed-berry-gelato $4.19 Frozen Foods Frozen Foods,3
"Original Thin Crust Sausage, 14.9 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-original-thin-crust-sausage-14-9-oz,3261,True,$3.25,,Frozen Foods,14,Frozen Foods,14,"Original Thin Crust Sausage, 14.9 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-original-thin-crust-sausage-14-9-oz $3.25 Frozen Foods Frozen Foods",3
Winter Gelato,Sundae Shoppe,fl oz,sundae-shoppe-caramel-cookie-crunch-gelato-28-5-fl-oz,4142,True,$4.19,,Frozen Foods,14,Frozen Foods,14,Winter Gelato Sundae Shoppe fl oz sundae-shoppe-caramel-cookie-crunch-gelato-28-5-fl-oz $4.19 Frozen Foods Frozen Foods,3
Summer Gelato,Sundae Shoppe,fl oz,sundae-shoppe-triple-chocolate-gelato,4354,True,$4.19,,Frozen Foods,14,Frozen Foods,14,Summer Gelato Sundae Shoppe fl oz sundae-shoppe-triple-chocolate-gelato $4.19 Frozen Foods Frozen Foods,3
Pepperoni Stuffed Crust Pizza,Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-pepperoni-stuffed-crust-pizza,4367,True,$7.69,,Frozen Foods,14,Frozen Foods,14,Pepperoni Stuffed Crust Pizza Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-pepperoni-stuffed-crust-pizza $7.69 Frozen Foods Frozen Foods,3
"Uncured Ham, Pepper, and Cheddar Breakfast Bite, 7.8 oz",Whole & Simple,oz,whole-simple-uncured-ham-pepper-and-cheddar-breakfast-bite-7-8-oz,4582,True,$5.49,,Frozen Foods,14,Frozen Foods,14,"Uncured Ham, Pepper, and Cheddar Breakfast Bite, 7.8 oz Whole & Simple oz whole-simple-uncured-ham-pepper-and-cheddar-breakfast-bite-7-8-oz $5.49 Frozen Foods Frozen Foods",3
"Helados Bolis Rompope, 30 fl oz",Helados Mexico,fl oz,helados-mexico-helados-bolis-rompope-30-fl-oz,4586,True,$4.95,,Frozen Foods,14,Frozen Foods,14,"Helados Bolis Rompope, 30 fl oz Helados Mexico fl oz helados-mexico-helados-bolis-rompope-30-fl-oz $4.95 Frozen Foods Frozen Foods",3
"Chicken Pita Melt, 15 oz",Bremer,oz,bremer-chicken-pita-melt-15-oz,5019,True,$5.49,,Frozen Foods,14,Frozen Foods,14,"Chicken Pita Melt, 15 oz Bremer oz bremer-chicken-pita-melt-15-oz $5.49 Frozen Foods Frozen Foods",3
"Frozen Dog Treats, 4 count",Heart to Tail,fl oz,heart-to-tail-dog-ice-cream,5081,True,$3.09,,Frozen Foods,14,Frozen Foods,14,"Frozen Dog Treats, 4 count Heart to Tail fl oz heart-to-tail-dog-ice-cream $3.09 Frozen Foods Frozen Foods",3
"Spinach  & Cheese Ravioli, 25 oz",Priano,oz,priano-spinach-cheese-ravioli-25-oz,7164,True,$3.89,,Frozen Foods,14,Frozen Foods,14,"Spinach  & Cheese Ravioli, 25 oz Priano oz priano-spinach-cheese-ravioli-25-oz $3.89 Frozen Foods Frozen Foods",3
"Organic Butternut Squash, 10 oz",Simply Nature,oz,simply-nature-organic-butternut-squash-10-oz,7521,True,$2.19,,Frozen Foods,14,Frozen Foods,14,"Organic Butternut Squash, 10 oz Simply Nature oz simply-nature-organic-butternut-squash-10-oz $2.19 Frozen Foods Frozen Foods",0
"Organic Frozen Sweet Potatoes, 10 oz",Simply Nature,oz,simply-nature-organic-frozen-sweet-potatoes-10-oz,7618,True,$2.19,,Frozen Foods,14,Frozen Foods,14,"Organic Frozen Sweet Potatoes, 10 oz Simply Nature oz simply-nature-organic-frozen-sweet-potatoes-10-oz $2.19 Frozen Foods Frozen Foods",0
"Stuffed Crust Cheese Pizza, 30.40 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-stuffed-crust-cheese-pizza-30-40-oz,7622,True,$7.69,,Frozen Foods,14,Frozen Foods,14,"Stuffed Crust Cheese Pizza, 30.40 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-stuffed-crust-cheese-pizza-30-40-oz $7.69 Frozen Foods Frozen Foods",3
"Spinach Kale Kids Bites,12 oz",Simply Nature,oz,simply-nature-spinach-kale-kids-bites-12-oz,7669,True,$4.29,,Frozen Foods,14,Frozen Foods,14,"Spinach Kale Kids Bites,12 oz Simply Nature oz simply-nature-spinach-kale-kids-bites-12-oz $4.29 Frozen Foods Frozen Foods",0
"Original Thin Supreme, 15.8 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-original-thin-supreme-15-8-oz,7681,True,$3.25,,Frozen Foods,14,Frozen Foods,14,"Original Thin Supreme, 15.8 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-original-thin-supreme-15-8-oz $3.25 Frozen Foods Frozen Foods",3
"Original Thin Meat Lover's, 14.4 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-original-thin-meat-lover-s-14-4-oz,7754,True,$3.25,,Frozen Foods,14,Frozen Foods,14,"Original Thin Meat Lover's, 14.4 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-original-thin-meat-lover-s-14-4-oz $3.25 Frozen Foods Frozen Foods",3
"Lasagna with Meat Sauce, 38 oz",Bremer,oz,bremer-lasagna-with-meat-sauce-38-oz,8067,True,$7.15,,Frozen Foods,14,Frozen Foods,14,"Lasagna with Meat Sauce, 38 oz Bremer oz bremer-lasagna-with-meat-sauce-38-oz $7.15 Frozen Foods Frozen Foods",3
"Vanilla Mini Ice Cream Cookie Sandwiches, 12 oz",Sundae Shoppe,fl oz,sundae-shoppe-vanilla-mini-ice-cream-cookie-sandwiches-12-oz,8109,True,$4.59,,Frozen Foods,14,Frozen Foods,14,"Vanilla Mini Ice Cream Cookie Sandwiches, 12 oz Sundae Shoppe fl oz sundae-shoppe-vanilla-mini-ice-cream-cookie-sandwiches-12-oz $4.59 Frozen Foods Frozen Foods",3
"Vanilla Ice Cream Cookie Sandwiches, 4 pack",M&M's,oz,m-m-s-vanilla-ice-cream-cookie-sandwiches-4-pack,8462,True,$5.95,,Frozen Foods,14,Frozen Foods,14,"Vanilla Ice Cream Cookie Sandwiches, 4 pack M&M's oz m-m-s-vanilla-ice-cream-cookie-sandwiches-4-pack $5.95 Frozen Foods Frozen Foods",3
"Mozzarella Pesto Bistro Style Flatbread, 14.2 oz",Specially Selected,oz.,specially-selected-pesto-flatbread,9228,True,$3.79,,Frozen Foods,14,Frozen Foods,14,"Mozzarella Pesto Bistro Style Flatbread, 14.2 oz Specially Selected oz. specially-selected-pesto-flatbread $3.79 Frozen Foods Frozen Foods",3
"Turkey Sausage, Spinach and Jack Cheese Breakfast Bite, 7.8 oz",Whole & Simple,oz,whole-simple-turkey-sausage-spinach-and-jack-cheese-breakfast-bite-7-8-oz,9290,True,$5.49,,Frozen Foods,14,Frozen Foods,14,"Turkey Sausage, Spinach and Jack Cheese Breakfast Bite, 7.8 oz Whole & Simple oz whole-simple-turkey-sausage-spinach-and-jack-cheese-breakfast-bite-7-8-oz $5.49 Frozen Foods Frozen Foods",3
"Pork in Red Sauce Tamales, 24 oz",Del Real,oz,del-real-pork-in-red-sauce-tamales-24-oz,9319,True,$8.69,,Frozen Foods,14,Frozen Foods,14,"Pork in Red Sauce Tamales, 24 oz Del Real oz del-real-pork-in-red-sauce-tamales-24-oz $8.69 Frozen Foods Frozen Foods",3
"Pepperoni Pizza Bagels, 28 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-pepperoni-pizza-bagels-28-oz,9499,True,$6.89,,Frozen Foods,14,Frozen Foods,14,"Pepperoni Pizza Bagels, 28 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-pepperoni-pizza-bagels-28-oz $6.89 Frozen Foods Frozen Foods",3
3 Meat Stuffed Crust Pizza,Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-3-meat-stuffed-crust-pizza,9597,True,$7.69,,Frozen Foods,14,Frozen Foods,14,3 Meat Stuffed Crust Pizza Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-3-meat-stuffed-crust-pizza $7.69 Frozen Foods Frozen Foods,3
"Steamed Shelled Edamame, 16 oz",Season's Choice,oz,season-s-choice-edamame-shelled-edamame,9664,True,$2.75,,Frozen Foods,14,Frozen Foods,14,"Steamed Shelled Edamame, 16 oz Season's Choice oz season-s-choice-edamame-shelled-edamame $2.75 Frozen Foods Frozen Foods",3
"Ice Cream Bars, 6 count",Snickers,fl oz,snickers-snickers-ice-cream-bars-6-count-box,9725,True,$4.95,,Frozen Foods,14,Frozen Foods,14,"Ice Cream Bars, 6 count Snickers fl oz snickers-snickers-ice-cream-bars-6-count-box $4.95 Frozen Foods Frozen Foods",3
"Original Thin Cheese, 13.8 oz",Mama Cozzi's Pizza Kitchen,oz,mama-cozzi-s-pizza-kitchen-original-thin-cheese-13-8-oz,9748,True,$3.25,,Frozen Foods,14,Frozen Foods,14,"Original Thin Cheese, 13.8 oz Mama Cozzi's Pizza Kitchen oz mama-cozzi-s-pizza-kitchen-original-thin-cheese-13-8-oz $3.25 Frozen Foods Frozen Foods",3
