Company,"Know to use the ""Double Irish Arrangement""?",Discloses Likely Tax Payments from Repatriation,Citizen for Tax Justice ID,Category,Description,Turnover,Profit,Employees,Address,Profile on Irish Times,Coordinates,Image,Sources,Sources Link,Homepage,Twitter,clean_text,Cluster
Agnew Group,,,,Transport,"The Agnew group consists of 14 dealerships, the Agnew body repair centre, the Agnew trade centre and trade parts specialists. Isaac Agnew was acquired in early 2012 by UK-based Sytner Group for an undisclosed price.","€390,000,000",,819,18 Boucher Way Belfast BT12 6RE,http://www.top1000.ie/agnew-group,"54.585429,-5.959012",,,,http://www.agnewcars.com/,,agnew group consists dealership agnew body repair centre agnew trade centre trade part specialist isaac agnew acquired early ukbased sytner group undisclosed price,3
Air BnB,,,,Tourism,"Founded in August of 2008 and based in San Francisco, California, Airbnb is a community marketplace for people to list, discover, and book unique accommodations around the world — online or from a mobile phone.","€21,800,000",,100,,http://www.top1000.ie/air-bnb,,,,,,,founded august based san francisco california airbnb community marketplace people list discover book unique accommodation around world online mobile phone,1
Air Contractors,,,,Transport,"Air Contractors is a freight and passenger airline specialising in the provision of air transport services for global parcel carriers, major postal agencies and passenger airlines. In 2010 the company started operating it’s first passenger flights in conjunction with sister company Europe Airpost. With headquarters in Dublin, Ireland, Air Contractors maintains bases in eight European countries, operating a fleet of 31 passenger and freight aircraft across a network of over 40 regular destinations in Europe, Asia and North America.","€57,500,000","€4,100,000",338,3 Malahide Road  Swords  Co Dublin.,http://www.top1000.ie/air-contractors,"53.455964,-6.220231",,,,http://www.aslaviationgroup.com/,,air contractor freight passenger airline specialising provision air transport service global parcel carrier major postal agency passenger airline company started operating first passenger flight conjunction sister company europe airpost headquarters dublin ireland air contractor maintains base eight european country operating fleet passenger freight aircraft across network regular destination europe asia north america,3
Air Products Ireland,,Yes,Air Products & Chemicals,Energy,"Air Products Ireland Ltd serves customers in industrial, energy, technology and healthcare markets worldwide with a portfolio of atmospheric gases, process and specialty gases, performance materials, and equipment and services.The wider Air Products Group has 18,900 employees and operations in more than 40 countries, supplying to customers in the food and beverage; health and personal care; energy; and transportation and semiconductors industries.","€40,300,000","€14,000,000",96,Unit 950  Western Industrial Estate  Killeen Road  Dublin 12,http://www.top1000.ie/air-products-ireland,"53.325736,-6.353691",http://www.top1000.ie/images/logo/air-products-ireland,Citizen For Tax Justice 2013,http://ctj.org/pdf/applenotalone.pdf,https://www.airproducts.ie/,@airproducts,air product ireland ltd serf customer industrial energy technology healthcare market worldwide portfolio atmospheric gas process specialty gas performance material equipment servicesthe wider air product group employee operation country supplying customer food beverage health personal care energy transportation semiconductor industry,0
Airspeed Communications,,,,Business Technology,"With offices in Dublin and Cork, AirSpeed Telecom provides fast reliable voice and data services to a range of businesses across Ireland. It designs, installs, manages and supports telecommunications services including LAN extension, WAN, leased line, internet connectivity and VOIP over our carrier grade licensed radio network.","€10,000,000","€1,600,000",33,15c Magna Drive  Citywest  Dublin 24,http://www.top1000.ie/airspeed-communications,"53.280841,-6.415952",http://www.top1000.ie/images/logo/airspeed-communications,,,http://airspeed.ie/,@AirSpeedTelco,office dublin cork airspeed telecom provides fast reliable voice data service range business across ireland design installs manages support telecommunication service including lan extension wan leased line internet connectivity voip carrier grade licensed radio network,2
Airtricity NI,,,,Energy,"SSE Airtricity is Ireland’s second largest and fastest growing energy provider, supplying over 800,000 domestic and commercial gas, electricity and home energy services customers in the Republic and Northern Ireland. Around 40% of the electricity SSE Airtricity supplies to its customers on an island basis is generated from renewable sources – the greenest energy supply of any provider on the island and over three times the average on an all-island basis.","€133,400,000","€2,100,000",50,83 - 85 Great Victoria Street  Belfast  BT2 7AF.,http://www.top1000.ie/airtricity-ni,"54.590844,-5.934332",http://www.top1000.ie/images/logo/airtricity-ni,,,http://www.airtricity.com/uk/home/,@SSEAirtricity,sse airtricity ireland second largest fastest growing energy provider supplying domestic commercial gas electricity home energy service customer republic northern ireland around electricity sse airtricity supply customer island basis generated renewable source greenest energy supply provider island three time average allisland basis,3
Alcatel-Lucent,,,,Business Technology,"Alcatel-Lucent is a provider of mobile, fixed, IP and optics technologies. It includes Bell Labs, one of the world's foremost centres of research and innovation in communications technology.The company has operations in 130 countries and is head-quartered in Paris.","€17,800,000","-€3,700,000",129,Blanchardstown Industrial Park  Blanchardstown  Dublin 15,http://www.top1000.ie/alcatellucent,"53.403915,-6.367375",http://www.top1000.ie/images/logo/alcatellucent,,,http://www.alcatel-lucent.ie/,@Alcatel_Lucent,alcatellucent provider mobile fixed optic technology includes bell lab one world foremost centre research innovation communication technologythe company operation country headquartered paris,2
Alcon,,,,Pharma,"Alcon manufactures intraocular lenses (IOLs), which are used to replace the natural lens removed during cataract surgery. It is owned by Swiss group Novartis. In 2013, Alcon employed 383 people in Ireland.","€30,500,000","€2,300,000",341,Cork Business & Technology Park  Model Farm Road  Cork,http://www.top1000.ie/alcon,"51.8889,-8.52254",,,,http://www.alcon.com/,,alcon manufacture intraocular lens iol used replace natural lens removed cataract surgery owned swiss group novartis alcon employed people ireland,1
Aldi,,,,Retailing,"Aldi is a German-owned discount supermarket chain and it opened its first supermarket in Ireland in 1999. The company does not disclose its sales or profits in Ireland,. It has over 8,000 stores worldwide.","€843,800,000",,"2,500",Newbridge Road  Naas  County Kildare,http://www.top1000.ie/aldi,"53.214715,-6.67691",http://www.top1000.ie/images/logo/aldi,,,http://www.aldi.ie/,@aldi_com,aldi germanowned discount supermarket chain opened first supermarket ireland company disclose sale profit ireland store worldwide,1
Alere International,,,,Health,"Alere provides health management solutions, health monitoring products, and well-being services for patients and healthcare professionals. Alere's Galway operation sells medical diagnostics products. It also oversees the commercial operation of its parent company, Alere Inc, outside of the US.","€112,900,000","€8,000,000",70,Parkmore East Business Park  Ballybrit  Galway,http://www.top1000.ie/alere-international,"53.290426,-8.99729",,,,http://www.alerehealth.ie/,,alere provides health management solution health monitoring product wellbeing service patient healthcare professional aleres galway operation sell medical diagnostics product also oversees commercial operation parent company alere inc outside,0
